age,gender,height,weight,activity,goal,calorie_target
62,female,169.6,77.6,moderate,gain,2655.24
42,female,157.3,56.0,sedentary,loss,1035.48
51,female,164.8,69.7,light,maintain,1743.15
41,male,175.6,49.3,light,loss,1481.74
15,female,174.3,79.1,light,gain,2988.32
24,female,161.0,75.0,sedentary,loss,1363.11
52,male,174.9,49.0,sedentary,loss,1034.57
42,female,174.6,78.3,active,maintain,3104.22
61,male,169.1,85.9,moderate,gain,3355.55
47,male,182.3,104.9,light,maintain,2893.11
22,male,173.2,65.2,moderate,maintain,2348.02
25,male,166.0,75.8,light,gain,2995.68
41,female,162.0,79.9,sedentary,gain,1872.9
15,male,181.2,84.8,moderate,gain,3404.56
70,female,172.8,89.0,sedentary,gain,2267.37
47,female,173.8,72.0,moderate,gain,2601.5
62,female,159.6,65.7,light,gain,2363.29
15,female,154.1,50.4,moderate,gain,2424.99
62,female,159.5,59.1,light,gain,1898.78
80,male,164.4,70.1,moderate,maintain,2175.74
16,female,160.3,53.6,sedentary,maintain,1599.22
53,male,171.9,68.0,sedentary,loss,1134.34
40,male,181.5,90.4,active,loss,2931.13
15,male,155.1,80.0,moderate,gain,3156.73
48,female,156.1,39.0,moderate,maintain,1598.66
55,female,156.2,80.3,light,gain,2413.72
29,female,171.5,67.1,light,gain,2417.94
60,female,153.1,66.4,light,maintain,1642.43
15,male,177.0,91.6,sedentary,loss,1830.0
15,female,161.0,80.4,moderate,maintain,2490.05
42,female,170.3,60.1,moderate,loss,1570.7
40,male,180.4,74.8,active,maintain,2927.84
27,male,176.1,73.7,light,maintain,2423.95
54,male,170.0,64.7,light,gain,2421.74
49,male,158.3,75.0,moderate,maintain,2231.93
55,male,177.2,74.3,moderate,loss,2055.67
37,male,179.8,54.0,active,loss,2268.72
50,male,160.8,54.7,moderate,maintain,1952.83
31,female,152.1,39.1,active,maintain,1808.68
76,female,164.0,61.8,sedentary,maintain,1192.1
25,male,178.1,85.7,moderate,loss,2665.95
77,male,166.1,58.1,sedentary,gain,2145.93
40,female,157.4,55.0,moderate,gain,2222.69
15,male,158.5,57.2,moderate,loss,1768.0
64,male,187.4,86.5,sedentary,gain,2782.69
42,male,163.3,70.2,light,loss,1606.21
55,male,179.9,89.4,sedentary,gain,2713.11
62,male,174.7,104.2,sedentary,maintain,2043.13
46,female,172.3,72.9,sedentary,maintain,1766.71
29,male,167.9,77.0,light,loss,1789.57
57,male,175.6,51.9,sedentary,gain,2148.02
40,male,159.7,56.9,sedentary,loss,1114.38
52,female,146.5,48.9,sedentary,gain,1655.38
15,female,166.8,54.0,sedentary,loss,1123.9
48,male,158.9,54.5,sedentary,loss,1020.8
28,male,172.9,70.3,moderate,maintain,2962.31
69,male,184.1,73.6,moderate,gain,2684.04
51,male,181.7,117.9,active,maintain,3686.61
44,female,156.7,64.6,sedentary,loss,1013.91
48,female,149.3,73.6,active,gain,2829.86
22,male,179.6,99.1,light,maintain,2277.78
69,male,187.1,73.9,light,loss,1461.12
75,female,156.7,59.3,light,maintain,1370.96
47,female,155.6,53.4,sedentary,maintain,1417.61
68,male,170.3,67.5,light,maintain,1894.77
29,male,180.1,63.6,moderate,gain,2950.03
25,male,186.1,76.2,active,gain,3617.42
40,female,152.1,59.3,active,gain,2389.55
47,female,150.0,57.4,moderate,maintain,1785.79
32,female,180.7,82.1,moderate,loss,2053.07
49,female,160.6,61.2,light,gain,2239.25
45,male,177.3,87.6,active,gain,3918.81
22,female,156.5,55.9,moderate,loss,1438.94
49,female,165.9,83.3,sedentary,maintain,1770.46
55,female,169.7,46.1,moderate,gain,2031.49
43,male,177.7,85.1,light,maintain,2197.49
60,female,175.9,81.1,light,gain,2491.59
18,female,159.4,53.3,active,maintain,2219.98
48,female,159.9,57.3,moderate,maintain,1902.79
18,male,177.1,81.8,active,loss,2781.61
19,female,165.7,77.2,active,gain,3233.87
28,male,177.1,50.6,sedentary,loss,1422.63
23,male,163.4,71.7,sedentary,gain,2400.15
30,female,164.5,59.4,light,loss,1285.12
36,male,171.6,85.6,active,loss,2575.47
55,female,157.4,39.6,sedentary,maintain,1038.49
34,male,175.3,107.6,moderate,maintain,3259.28
15,male,166.3,55.4,light,maintain,2105.19
60,female,152.9,71.2,moderate,maintain,1881.74
24,female,141.1,47.1,sedentary,maintain,1335.52
38,male,190.7,73.9,sedentary,gain,2663.55
48,male,180.0,81.6,sedentary,gain,2620.83
43,male,173.9,86.6,light,loss,1845.57
59,male,169.0,48.6,light,maintain,1910.77
48,female,140.0,53.2,moderate,gain,1848.92
24,male,168.4,67.9,light,maintain,2116.9
79,male,181.4,87.6,moderate,loss,1932.66
43,female,169.5,69.1,active,maintain,2251.99
37,male,180.8,70.0,moderate,gain,2683.87
57,female,163.3,50.6,sedentary,loss,888.47
44,female,172.4,80.4,moderate,loss,1907.52
47,female,159.4,68.6,sedentary,loss,997.01
84,male,184.8,92.1,sedentary,gain,2614.7
35,female,158.9,65.5,light,gain,2278.15
34,female,155.0,67.8,sedentary,loss,1056.92
42,female,154.0,71.9,moderate,gain,2360.48
59,male,165.4,43.8,light,maintain,1626.78
15,male,180.9,52.4,light,maintain,2082.39
15,male,168.3,89.9,light,maintain,2410.24
29,male,165.7,49.3,light,maintain,2037.52
15,female,167.7,53.8,light,gain,2220.29
32,female,164.6,61.5,sedentary,maintain,1744.01
49,female,169.7,47.7,light,loss,1002.93
23,male,179.6,71.9,moderate,loss,1954.0
15,female,156.0,48.0,moderate,gain,2477.15
41,male,175.7,70.8,light,loss,1655.34
55,male,176.1,78.4,active,gain,2921.26
15,male,166.7,62.4,sedentary,maintain,1949.63
54,female,153.2,52.1,moderate,loss,1021.17
54,female,156.6,61.7,sedentary,gain,1632.83
57,male,193.3,107.3,moderate,gain,3772.2
61,female,158.7,78.6,light,loss,1439.87
79,male,186.1,79.7,light,loss,1613.19
33,female,158.3,80.7,sedentary,gain,2455.71
41,male,183.0,93.6,light,maintain,2729.55
32,male,183.1,61.9,moderate,maintain,2609.48
40,male,183.6,61.8,moderate,maintain,2404.37
67,female,165.1,58.3,sedentary,maintain,1287.1
15,female,173.0,91.3,light,loss,1964.03
24,female,165.0,59.2,sedentary,maintain,1684.19
64,female,175.7,49.4,sedentary,loss,800.0
58,female,149.0,51.0,sedentary,gain,1650.55
33,male,178.1,50.8,light,maintain,1982.32
55,female,164.3,52.0,moderate,gain,2176.89
46,male,166.6,59.3,light,gain,2321.77
67,female,166.6,68.5,moderate,gain,2182.87
41,female,150.1,64.4,moderate,maintain,1845.22
58,female,156.8,66.7,light,loss,1121.41
87,male,157.0,46.1,light,maintain,1345.6
50,female,174.5,68.0,active,maintain,2450.94
40,male,172.9,72.8,light,gain,2458.24
53,female,179.3,73.4,light,loss,1493.29
33,male,182.2,75.7,active,gain,3055.26
82,male,179.0,52.1,sedentary,loss,977.13
43,male,169.7,54.2,moderate,maintain,1817.84
35,male,165.6,60.8,sedentary,maintain,1657.72
24,female,166.2,44.2,moderate,maintain,1856.4
59,female,161.4,70.1,moderate,maintain,1749.07
55,male,162.9,47.3,light,loss,1062.61
31,female,149.9,60.8,moderate,gain,2570.42
50,male,166.4,73.9,moderate,gain,2555.92
15,female,176.6,67.2,light,maintain,2099.2
43,female,179.7,92.0,active,loss,2622.23
48,female,163.6,73.2,light,loss,1375.3
70,male,176.3,70.3,active,loss,2022.93
26,female,159.3,56.1,light,maintain,1653.31
16,male,166.6,80.3,light,maintain,2311.81
23,female,173.0,75.0,sedentary,maintain,1843.87
15,male,191.9,105.7,light,maintain,2585.27
64,female,154.9,38.4,active,gain,2143.51
67,male,174.3,74.2,light,loss,1587.01
45,male,171.0,49.4,light,maintain,1619.96
61,male,171.2,70.0,light,gain,2702.75
42,female,171.5,80.0,light,gain,2685.85
38,male,163.2,84.8,light,gain,2899.97
34,female,165.7,54.3,light,maintain,1984.74
34,male,181.6,71.3,active,gain,3425.82
15,male,173.7,71.1,light,gain,3182.64
44,male,183.0,65.7,moderate,gain,2963.78
39,female,163.2,75.6,moderate,loss,1755.21
53,female,171.7,69.9,sedentary,maintain,1552.52
41,female,149.8,55.1,active,gain,2113.18
37,female,159.2,67.9,sedentary,maintain,1390.0
24,female,161.4,61.7,light,maintain,1838.3
41,female,140.6,40.2,sedentary,loss,800.0
53,female,153.3,55.7,light,maintain,1374.51
19,male,167.7,56.6,light,maintain,2055.44
41,male,183.5,82.5,moderate,maintain,2832.96
44,female,156.3,69.6,active,gain,2976.16
27,female,155.5,45.2,moderate,loss,1187.64
29,female,168.5,48.6,light,maintain,1742.34
44,female,149.1,53.8,moderate,gain,2453.9
19,female,145.4,43.5,active,maintain,1974.35
46,male,171.7,71.2,sedentary,maintain,1771.78
23,female,150.4,57.6,sedentary,loss,994.71
59,female,150.7,36.3,sedentary,maintain,1032.58
82,female,166.6,75.2,light,gain,2278.05
24,male,182.9,62.7,moderate,gain,3073.15
49,male,182.1,79.3,moderate,maintain,2709.2
26,male,185.0,72.0,light,maintain,2579.18
58,male,186.2,74.6,moderate,loss,1869.11
17,female,145.0,66.5,moderate,maintain,1863.44
48,male,179.1,81.6,moderate,loss,2225.33
24,male,170.2,81.3,sedentary,gain,2586.88
36,male,168.3,69.9,light,maintain,2297.23
21,male,180.0,86.8,light,maintain,2802.08
54,male,159.4,65.8,moderate,loss,1439.07
24,female,148.0,55.1,moderate,maintain,1743.22
49,male,180.7,94.6,sedentary,maintain,2183.61
33,male,179.4,79.5,sedentary,loss,1492.24
37,male,176.2,106.5,moderate,gain,3460.1
42,female,155.0,68.0,light,maintain,1599.47
26,female,168.0,53.2,sedentary,maintain,1501.66
43,female,167.4,65.1,sedentary,loss,1011.96
67,female,162.7,68.2,sedentary,gain,1990.77
25,female,152.6,56.3,light,loss,1268.02
61,female,158.6,68.1,light,gain,2220.94
66,female,168.7,78.5,moderate,maintain,2470.3
25,female,172.6,53.3,active,gain,2969.95
15,male,172.1,88.1,sedentary,maintain,2406.73
45,male,172.8,65.0,sedentary,loss,1303.54
30,female,160.7,55.1,light,gain,2163.02
73,male,177.5,67.1,light,loss,1582.28
40,female,157.4,68.4,moderate,loss,1498.46
25,male,150.0,51.3,light,maintain,1833.85
19,male,185.7,72.5,sedentary,gain,2622.93
59,female,176.4,68.7,moderate,loss,1625.9
29,male,169.5,46.0,moderate,maintain,2270.72
40,female,153.5,47.6,sedentary,maintain,1385.03
57,female,160.9,47.7,sedentary,loss,800.0
31,male,173.3,68.5,light,maintain,2252.72
39,female,170.0,78.0,sedentary,maintain,1824.47
39,male,175.5,81.6,light,maintain,2611.52
52,male,167.9,83.6,moderate,loss,1772.89
50,female,151.5,65.7,sedentary,gain,1932.93
36,female,168.9,61.7,moderate,loss,1493.82
41,female,166.8,67.0,moderate,maintain,2009.37
33,female,170.5,69.3,sedentary,gain,2087.26
15,female,154.3,38.1,light,loss,1063.27
44,male,191.5,68.0,moderate,loss,1719.61
74,female,148.1,51.0,sedentary,loss,800.0
24,male,181.4,76.4,sedentary,gain,2302.71
26,female,146.7,56.6,light,gain,2035.73
24,male,167.9,73.5,moderate,gain,3041.63
53,male,189.0,57.3,light,maintain,1996.63
48,male,182.5,87.7,sedentary,gain,2764.73
37,male,170.1,71.8,active,maintain,3002.48
23,male,170.3,77.8,moderate,gain,3621.56
41,female,162.8,76.3,moderate,maintain,2191.96
15,male,179.6,75.4,moderate,loss,2486.69
42,female,172.0,87.6,light,loss,1843.96
55,male,170.9,58.4,active,loss,1821.33
17,female,149.1,43.9,sedentary,loss,923.2
15,male,176.4,80.7,moderate,maintain,2417.04
68,male,170.9,65.2,light,loss,1434.18
28,female,151.6,57.9,active,maintain,2350.74
60,female,164.4,89.1,moderate,loss,1770.93
37,male,173.1,77.2,light,maintain,2270.78
37,male,177.8,78.9,active,gain,3418.75
47,female,154.8,48.2,active,maintain,2003.97
24,male,179.4,52.6,sedentary,loss,1189.52
42,male,163.1,63.0,sedentary,loss,1199.96
33,female,155.4,69.5,moderate,gain,2729.66
16,male,172.8,67.3,active,loss,2448.6
46,male,190.7,93.8,light,maintain,2836.98
35,female,168.3,86.1,sedentary,gain,2506.84
37,male,184.7,103.4,moderate,loss,2526.37
18,female,173.3,77.9,sedentary,maintain,2012.42
68,female,190.8,90.2,light,loss,1534.78
55,male,175.4,52.8,light,loss,1169.53
57,male,187.8,74.6,light,loss,1679.81
34,female,170.1,65.8,active,maintain,2411.16
15,female,170.0,58.3,light,gain,2298.69
75,male,191.0,91.6,sedentary,maintain,2112.97
38,female,158.6,82.1,light,maintain,2017.22
26,male,170.5,89.6,light,loss,1762.16
47,female,164.6,68.0,moderate,loss,1475.83
61,female,160.5,70.9,light,maintain,1826.55
39,female,164.5,56.1,moderate,gain,2494.03
63,male,189.1,109.3,active,loss,2748.84
59,female,158.2,42.5,light,maintain,1373.17
20,female,159.6,71.6,active,gain,3373.66
27,female,163.4,70.0,sedentary,maintain,1659.78
57,female,160.2,52.8,moderate,maintain,1766.67
15,male,157.8,57.4,sedentary,maintain,1861.2
37,female,157.4,46.8,sedentary,loss,800.0
15,male,181.2,62.7,moderate,loss,1950.05
31,female,173.5,50.7,sedentary,loss,1149.43
34,female,152.8,64.1,sedentary,loss,1094.86
33,male,164.6,79.7,light,gain,2735.63
30,male,175.3,49.2,light,maintain,2151.14
20,female,145.4,68.2,sedentary,gain,2177.35
81,female,158.4,60.1,light,loss,986.72
73,female,148.1,55.5,moderate,gain,1731.51
19,male,187.3,61.0,light,loss,1772.17
68,female,155.8,72.7,sedentary,loss,1043.93
32,male,189.9,89.8,moderate,maintain,3545.87
42,female,170.9,85.1,moderate,gain,2820.14
38,male,169.2,84.4,light,maintain,2293.04
28,male,165.4,82.0,moderate,maintain,2791.66
57,male,173.3,63.3,sedentary,maintain,1764.4
42,female,161.2,59.9,moderate,maintain,1986.23
31,female,164.8,57.7,sedentary,loss,890.04
16,male,168.0,79.1,light,maintain,2387.99
23,male,181.7,84.2,sedentary,maintain,2367.6
15,male,177.4,90.7,moderate,gain,2935.83
40,female,159.3,73.6,light,loss,1227.54
18,female,156.3,39.6,active,maintain,1695.64
35,female,160.5,77.5,active,maintain,2601.27
64,male,167.6,79.5,active,maintain,2463.64
61,female,162.5,59.0,sedentary,maintain,1251.96
39,female,162.7,67.7,moderate,gain,2583.2
38,female,164.1,63.1,light,maintain,1639.61
73,male,190.9,97.6,light,loss,2049.8
49,female,160.9,57.8,light,gain,2478.31
34,female,170.0,75.6,sedentary,gain,2226.54
15,female,163.8,65.2,moderate,loss,1496.87
47,female,160.1,56.5,active,gain,2438.19
54,female,161.0,64.5,light,maintain,1735.32
28,male,174.5,110.1,light,maintain,2905.22
45,male,177.5,65.9,active,gain,3357.42
33,male,166.4,63.3,light,gain,2473.02
36,male,161.8,55.0,active,loss,1853.78
15,female,167.2,60.0,moderate,maintain,1809.81
36,female,169.2,79.2,light,gain,2684.76
57,male,181.7,89.9,moderate,maintain,2470.08
28,male,176.4,74.6,moderate,loss,2185.97
40,male,181.9,94.7,moderate,gain,3218.7
26,female,167.7,77.5,sedentary,loss,1330.99
46,female,168.3,65.9,moderate,maintain,2183.26
36,female,155.1,41.1,sedentary,maintain,1209.75
23,male,165.1,75.6,moderate,maintain,2466.64
63,male,171.5,72.8,light,loss,1549.4
56,male,174.8,73.7,sedentary,loss,1304.01
29,female,160.1,56.1,moderate,loss,1350.79
48,female,147.0,59.1,light,gain,2288.8
49,male,190.5,92.8,light,maintain,2247.48
51,male,172.5,68.3,sedentary,gain,2419.12
15,female,163.4,49.3,light,maintain,1741.36
58,female,172.0,85.2,sedentary,loss,1197.13
29,male,153.9,63.3,sedentary,gain,2300.28
33,male,170.4,73.0,sedentary,loss,1465.72
87,female,158.9,40.4,sedentary,maintain,1050.24
45,male,172.0,70.5,light,gain,2434.42
33,male,173.4,68.9,light,loss,1656.18
15,female,173.6,63.9,light,loss,1655.62
65,male,181.1,89.8,light,gain,2809.93
15,female,169.7,78.3,active,loss,2360.58
21,male,175.4,79.9,sedentary,maintain,2337.77
34,female,150.8,65.2,moderate,gain,2555.27
65,male,156.3,47.4,active,gain,2345.45
53,male,161.2,57.1,sedentary,loss,1055.7
37,male,178.2,77.3,light,loss,2005.49
45,female,162.3,55.8,light,gain,2154.23
29,male,173.1,81.7,sedentary,loss,1588.05
42,male,171.7,63.8,sedentary,maintain,1855.92
41,female,178.1,94.7,moderate,maintain,2389.12
57,male,167.6,55.6,light,maintain,1790.16
57,female,169.4,96.4,light,maintain,2156.69
48,female,162.0,87.0,moderate,gain,2777.4
33,female,161.5,61.5,moderate,loss,1470.78
53,male,185.6,100.4,light,maintain,2561.72
38,female,173.7,67.0,light,loss,1419.61
20,male,172.8,85.3,moderate,loss,2589.86
32,female,168.4,65.8,light,loss,1193.1
41,male,178.3,57.9,moderate,maintain,2427.61
56,female,162.1,42.0,sedentary,gain,1680.23
36,female,163.6,61.0,light,gain,2266.6
18,male,168.8,72.0,light,loss,1771.55
41,female,159.6,76.3,active,gain,3007.66
42,male,169.8,69.7,moderate,loss,2033.34
43,female,169.2,81.6,light,gain,2219.94
56,male,174.1,66.6,light,gain,2905.41
58,female,151.6,51.7,sedentary,loss,800.0
29,female,156.2,70.1,moderate,loss,1638.67
28,male,150.0,36.0,light,loss,991.24
21,female,158.0,60.1,moderate,loss,1488.23
52,male,175.3,68.3,moderate,maintain,2585.88
66,male,173.8,91.0,sedentary,loss,1512.11
34,female,177.8,68.4,moderate,loss,1821.3
35,female,166.6,73.1,light,maintain,1910.61
66,female,166.2,77.8,sedentary,gain,2379.57
49,male,160.2,44.4,moderate,maintain,1847.61
47,male,171.7,68.9,light,maintain,2273.85
18,female,158.1,55.1,moderate,loss,1481.41
52,male,167.9,79.7,sedentary,maintain,1956.12
23,female,155.6,65.5,light,loss,1391.29
19,female,147.5,50.0,active,gain,2673.24
33,female,151.8,44.4,moderate,loss,1213.67
29,male,182.9,95.9,moderate,loss,2456.33
36,male,173.7,71.5,light,loss,1876.22
15,female,157.9,41.7,sedentary,gain,1770.07
57,male,175.0,52.4,active,maintain,2115.21
60,female,171.3,76.2,sedentary,gain,2102.91
15,female,162.0,47.9,active,maintain,2226.43
57,male,179.9,104.7,sedentary,gain,2571.37
25,female,155.2,47.7,sedentary,loss,888.16
55,female,157.1,59.2,light,loss,960.9
38,female,164.8,67.2,light,gain,2312.76
40,female,177.1,65.0,moderate,maintain,2311.39
36,female,173.4,48.1,active,maintain,1987.18
61,male,180.2,80.8,light,maintain,2054.82
17,male,176.4,64.1,sedentary,maintain,2048.9
50,female,173.2,73.6,moderate,gain,2533.51
59,male,182.2,77.8,moderate,gain,3533.43
52,female,143.7,52.0,light,loss,881.91
81,female,153.6,73.2,sedentary,maintain,1447.54
30,female,164.7,58.4,light,maintain,1626.5
57,female,147.7,47.8,moderate,maintain,1527.19
38,male,166.9,46.0,light,loss,1219.97
62,male,168.7,65.8,moderate,maintain,2154.17
39,female,160.0,66.1,sedentary,gain,1957.09
33,male,172.4,64.9,moderate,loss,2068.13
63,female,159.7,66.0,sedentary,gain,1961.32
31,male,182.4,77.2,light,loss,1938.98
15,female,159.9,46.4,light,maintain,1847.73
30,female,158.9,64.2,moderate,maintain,2054.3
51,female,151.2,52.8,sedentary,loss,823.29
65,male,184.2,83.3,active,gain,3796.37
42,male,169.0,61.2,moderate,gain,2795.21
63,female,153.3,49.5,sedentary,maintain,1193.56
15,male,176.9,77.3,moderate,maintain,2991.48
32,male,168.1,64.9,moderate,maintain,2634.66
34,male,170.3,92.1,moderate,loss,2341.65
37,male,177.3,86.8,active,loss,2482.14
41,male,172.1,78.3,moderate,gain,3256.97
52,male,195.8,89.0,light,maintain,2657.42
31,male,174.3,48.6,moderate,loss,1812.53
42,male,180.6,66.4,moderate,gain,3105.39
39,male,157.5,52.3,light,loss,1330.95
23,male,167.3,63.7,light,loss,1692.41
37,male,165.2,65.1,active,gain,3245.86
37,male,166.4,74.6,light,maintain,1984.73
37,male,178.7,80.6,moderate,maintain,2953.36
40,female,170.3,84.7,light,loss,1683.29
41,female,164.8,61.3,moderate,gain,2332.66
32,male,173.0,75.3,light,loss,1831.48
62,male,169.3,73.2,moderate,loss,1969.25
18,male,185.0,85.9,sedentary,loss,1853.93
27,female,178.6,94.9,moderate,maintain,2601.88
90,female,163.1,73.4,light,gain,1886.47
21,male,183.5,60.8,moderate,loss,2420.68
15,male,178.1,74.5,light,loss,1720.02
53,male,181.8,79.1,sedentary,maintain,2048.06
15,male,164.5,91.2,light,gain,2945.02
35,male,170.6,65.5,active,loss,2335.44
78,female,165.2,53.4,moderate,maintain,1439.82
15,male,185.9,89.8,light,maintain,3043.78
15,female,155.5,63.4,active,gain,2837.55
15,male,156.7,58.1,moderate,gain,2767.04
56,male,170.5,66.9,light,loss,1474.06
60,female,170.1,81.8,moderate,maintain,2109.39
30,female,149.3,45.0,light,loss,948.63
52,male,164.4,60.7,sedentary,maintain,1739.01
65,female,163.2,57.7,moderate,loss,1075.14
72,male,174.0,87.5,sedentary,loss,1354.02
35,female,166.8,70.3,light,loss,1588.31
15,female,152.2,44.5,moderate,gain,2283.19
25,male,172.1,58.2,active,gain,3026.03
32,male,185.8,111.9,sedentary,loss,1867.08
35,female,152.5,67.1,light,loss,1166.87
36,male,188.3,98.5,moderate,loss,2757.2
60,female,153.5,56.7,moderate,loss,1083.95
62,female,168.8,87.7,active,maintain,2662.48
36,male,171.6,56.1,sedentary,gain,2095.82
59,female,152.8,64.0,moderate,gain,2245.59
46,male,170.5,64.0,sedentary,gain,2265.84
41,male,179.9,74.1,moderate,maintain,2444.49
56,female,161.9,71.5,sedentary,gain,2054.5
41,male,185.1,80.0,active,gain,3007.17
77,female,173.5,66.3,sedentary,maintain,1433.16
15,female,152.5,50.7,moderate,gain,2471.77
30,male,163.7,42.9,light,gain,2162.63
37,male,163.3,73.1,light,gain,2700.57
47,female,154.8,46.7,moderate,loss,1121.04
62,male,184.9,110.7,sedentary,loss,1874.35
39,female,166.5,62.9,light,gain,2089.4
15,female,157.6,74.3,sedentary,maintain,1802.43
55,female,161.9,41.9,sedentary,gain,1490.18
53,female,173.2,81.9,sedentary,maintain,1692.86
15,female,177.3,89.4,light,gain,2927.22
39,male,177.3,93.9,moderate,loss,2413.91
15,female,140.7,35.0,moderate,maintain,1409.62
28,female,164.4,56.3,sedentary,gain,2006.56
23,female,169.5,76.4,sedentary,maintain,1959.78
54,female,163.8,66.2,moderate,maintain,1811.21
42,female,167.8,71.3,light,gain,2048.75
16,female,164.9,60.8,sedentary,loss,1220.7
55,male,163.9,83.2,light,loss,1570.37
15,male,167.0,99.7,sedentary,gain,2736.89
45,female,159.4,62.2,sedentary,loss,987.8
25,female,170.5,75.7,moderate,loss,1892.5
33,female,155.9,58.9,light,gain,2358.94
49,male,179.1,95.5,active,maintain,3111.14
49,female,164.4,75.0,active,gain,2879.45
64,female,174.7,58.6,moderate,loss,1194.42
38,female,161.7,55.5,light,maintain,1743.55
45,female,148.0,42.6,sedentary,loss,800.0
32,female,167.2,101.0,light,loss,2309.57
43,female,179.1,86.2,light,gain,2666.39
47,male,181.4,70.2,active,loss,2336.81
38,female,155.7,50.8,sedentary,loss,894.5
15,female,153.3,65.0,moderate,gain,2610.23
45,female,154.4,66.9,moderate,gain,2508.62
46,female,178.0,87.4,moderate,gain,3443.55
27,female,159.4,56.1,light,loss,1168.96
16,female,156.7,62.3,moderate,loss,1357.42
66,female,160.7,63.3,active,maintain,1797.36
48,female,159.5,50.3,sedentary,maintain,1410.62
35,female,174.5,60.4,sedentary,loss,1092.9
19,male,165.9,71.1,light,loss,2070.26
25,male,185.6,85.7,light,gain,3267.44
63,male,176.1,82.1,sedentary,maintain,1846.09
42,female,171.7,81.2,sedentary,loss,1244.95
30,male,189.2,110.1,sedentary,gain,2970.91
49,male,175.8,63.4,moderate,loss,1550.76
25,male,172.2,79.5,light,gain,2964.81
67,male,175.6,84.4,moderate,gain,3143.26
64,female,161.2,58.7,light,maintain,1428.31
31,male,160.1,62.9,moderate,maintain,2044.39
28,male,189.0,81.1,light,loss,1922.6
15,female,164.0,90.0,moderate,gain,3335.82
15,male,164.5,66.2,light,loss,1825.79
15,female,145.5,55.1,sedentary,maintain,1490.84
42,male,154.1,54.1,active,maintain,2498.69
34,male,181.9,72.3,moderate,loss,1875.8
15,male,169.4,52.1,light,gain,2538.25
34,female,158.4,72.6,active,gain,3001.98
49,male,179.4,88.4,light,loss,2033.2
49,male,170.4,65.7,light,maintain,2152.26
15,female,166.4,55.2,moderate,maintain,2208.29
37,male,175.9,76.7,light,gain,3079.11
15,male,174.2,66.1,light,loss,1905.97
56,male,160.8,59.5,light,gain,2134.68
54,male,167.6,51.5,light,loss,1242.8
23,male,180.4,81.3,sedentary,loss,1495.48
26,female,156.5,61.4,sedentary,maintain,1670.95
31,female,171.6,85.2,active,loss,2465.76
15,female,180.8,76.2,light,gain,2539.69
46,male,180.9,73.6,sedentary,loss,1431.3
35,male,188.4,60.3,moderate,gain,2629.0
57,male,181.5,95.4,light,gain,2960.66
20,male,170.2,81.2,sedentary,gain,2483.67
28,male,176.8,75.4,active,maintain,2731.23
15,female,178.1,57.2,active,maintain,2494.76
21,female,157.8,46.2,sedentary,maintain,1605.13
18,female,153.7,50.9,active,gain,2746.26
57,male,164.8,77.0,active,loss,2084.03
27,female,160.3,65.0,moderate,maintain,2094.0
42,female,154.0,41.0,light,gain,2123.07
33,female,175.4,79.4,sedentary,maintain,2042.75
17,female,163.7,54.2,sedentary,maintain,1548.94
36,male,183.7,73.1,moderate,maintain,2734.45
50,male,172.3,84.2,moderate,gain,2878.92
18,female,152.9,64.1,moderate,loss,1588.93
54,female,151.5,66.4,sedentary,gain,2018.5
24,female,154.7,57.2,light,loss,1317.95
31,female,164.8,76.0,light,gain,2412.78
49,female,166.2,59.0,moderate,loss,1492.33
28,female,166.8,63.6,sedentary,loss,1164.79
40,female,150.1,50.8,moderate,gain,2137.14
34,female,162.0,63.3,moderate,maintain,2309.13
42,female,153.8,43.1,sedentary,maintain,1194.2
15,male,178.6,73.3,sedentary,maintain,1970.0
15,female,165.8,84.0,sedentary,maintain,1875.49
51,male,164.5,51.6,active,loss,1819.98
58,male,183.7,60.8,light,loss,1417.86
23,female,180.7,60.0,light,maintain,2114.87
35,female,168.7,102.4,moderate,loss,2068.54
45,male,173.5,78.6,light,maintain,2257.27
52,male,172.2,67.5,sedentary,gain,2650.52
15,female,160.3,62.5,moderate,gain,2491.78
24,male,168.2,70.8,moderate,maintain,2187.26
34,female,164.0,56.8,sedentary,maintain,1659.68
52,female,152.9,50.7,sedentary,loss,800.0
84,male,158.0,58.1,moderate,gain,2158.29
35,female,163.8,55.6,moderate,maintain,2025.93
15,male,175.2,68.2,sedentary,loss,1622.7
47,female,157.4,63.4,moderate,loss,1162.62
63,female,151.7,44.9,active,maintain,1551.65
41,male,177.6,112.8,sedentary,maintain,2590.98
23,male,166.1,75.6,light,loss,2072.66
57,female,160.9,47.3,moderate,maintain,1462.09
51,female,176.1,49.6,sedentary,maintain,1523.21
21,male,180.9,68.4,moderate,loss,2057.11
46,female,151.0,61.8,active,maintain,2167.02
57,male,163.5,70.1,moderate,loss,1609.95
61,male,176.4,73.1,sedentary,loss,1318.38
38,male,162.6,56.3,moderate,maintain,2220.12
33,female,146.0,42.5,light,gain,2016.66
62,male,179.8,71.7,sedentary,loss,1396.74
18,female,164.6,52.7,sedentary,gain,2002.93
47,male,179.1,71.2,active,maintain,2664.64
15,female,164.1,80.8,light,maintain,2469.74
59,female,161.5,53.5,active,gain,2423.87
35,male,169.0,76.4,sedentary,gain,2398.44
62,male,179.6,88.5,moderate,maintain,2739.37
48,male,188.8,68.2,sedentary,maintain,2037.39
17,female,158.0,50.4,sedentary,loss,900.66
